Region	Section	ORF No.	Start	Stop	Strand	Protein ID	%ID	%Cov	Blast e-value	Protein Name
CFPICI REGION 1 - CM002330.1	Core	611	737899	739581	1	CORE	100	99.8	0.0	PROTEIN: WP_024011536.1 terminase large subunit [Pseudomonas moraviensis]
CFPICI REGION 1 - CM002330.1	Core	612	739581	741011	1	CORE	100	99.8	0.0	PROTEIN: WP_024011537.1 phage portal protein [Pseudomonas moraviensis]
CFPICI REGION 1 - CM002330.1	Core	613	741014	741898	1	WP_024011538.1	100	99.7	1.16e-200	head maturation protease, ClpP-related [Pseudomonas moraviensis]
CFPICI REGION 1 - CM002330.1	Core	614	741902	743110	1	WP_024011539.1	100	99.8	2.24e-273	phage major capsid protein [Pseudomonas moraviensis]
CFPICI REGION 1 - CM002330.1	Core	615	743154	743411	1	WP_037010771.1	71.6	94.2	1.11e-28	DUF7210 family protein [Pseudomonas lutea]
CFPICI REGION 1 - CM002330.1	Core	616	743413	743754	1	CORE	100	99.1	2.49e-70	PROTEIN: WP_024011541.1 head-tail connector protein [Pseudomonas moraviensis]
CFPICI REGION 1 - CM002330.1	Core	617	743754	744074	1	CORE	100	99.1	1.27e-71	PROTEIN: WP_024011542.1 phage head closure protein [Pseudomonas moraviensis]
CFPICI REGION 1 - CM002330.1	Downstream	618	744086	744280	1	WP_156045051.1	100	98.5	8.59e-33	hypothetical protein [Pseudomonas moraviensis]
CFPICI REGION 1 - CM002330.1	Downstream	619	744284	744862	1	WP_024011544.1	100	99.5	8.01e-130	HK97-gp10 family putative phage morphogenesis protein [Pseudomonas moraviensis]
CFPICI REGION 1 - CM002330.1	Downstream	620	744855	745238	1	WP_024011545.1	100	99.2	1.36e-85	DUF3168 domain-containing protein [Pseudomonas moraviensis]
CFPICI REGION 1 - CM002330.1	Downstream	621	745295	745765	1	WP_443496844.1	98.1	99.4	5.97e-103	phage tail tube protein [Pseudomonas helleri]
CFPICI REGION 1 - CM002330.1	Downstream	622	745835	746185	1	WP_024011547.1	100	99.1	2.76e-73	MULTISPECIES: hypothetical protein [Pseudomonas fluorescens group]
CFPICI REGION 2 - CM002330.1	Upstream	970	1150072	1150422	-1	WP_024011773.1	100	99.1	1.60e-72	hypothetical protein [Pseudomonas moraviensis]
CFPICI REGION 2 - CM002330.1	Upstream	971	1150492	1150962	-1	WP_443496844.1	98.7	99.4	4.21e-103	phage tail tube protein [Pseudomonas helleri]
CFPICI REGION 2 - CM002330.1	Upstream	972	1151019	1151405	-1	WP_024011775.1	100	99.2	2.44e-84	DUF3168 domain-containing protein [Pseudomonas moraviensis]
CFPICI REGION 2 - CM002330.1	Upstream	973	1151398	1151898	-1	WP_024011776.1	100	99.4	5.21e-111	HK97-gp10 family putative phage morphogenesis protein [Pseudomonas moraviensis]
CFPICI REGION 2 - CM002330.1	Upstream	974	1151902	1152090	-1	WP_024011777.1	95.2	98.4	7.31e-22	hypothetical protein [Pseudomonas moraviensis]
CFPICI REGION 2 - CM002330.1	Core	975	1152102	1152422	-1	CORE	100	99.1	4.26e-70	PROTEIN: WP_024011778.1 phage head closure protein [Pseudomonas moraviensis]
CFPICI REGION 2 - CM002330.1	Core	976	1152422	1152763	-1	CORE	100	99.1	1.44e-69	PROTEIN: WP_024011779.1 head-tail connector protein [Pseudomonas moraviensis]
CFPICI REGION 2 - CM002330.1	Core	977	1152766	1153029	-1	WP_024688082.1	67.1	83.0	3.34e-24	DUF7210 family protein [Pseudomonas asturiensis]
CFPICI REGION 2 - CM002330.1	Core	978	1153072	1154280	-1	WP_024011781.1	100	99.8	1.65e-275	phage major capsid protein [Pseudomonas moraviensis]
CFPICI REGION 2 - CM002330.1	Core	979	1154293	1155165	-1	WP_024011782.1	100	99.7	1.48e-201	head maturation protease, ClpP-related [Pseudomonas moraviensis]
CFPICI REGION 2 - CM002330.1	Core	980	1155169	1156467	-1	CORE	100	99.8	0.0	PROTEIN: WP_024011783.1 phage portal protein [Pseudomonas moraviensis]
CFPICI REGION 2 - CM002330.1	Core	981	1156467	1158182	-1	CORE	100	99.8	0.0	PROTEIN: WP_024011784.1 terminase large subunit [Pseudomonas moraviensis]
CFPICI REGION 2 - CM002330.1	Core	982	1158185	1158664	-1	WP_024011785.1	100	99.4	5.95e-109	phage terminase small subunit P27 family [Pseudomonas moraviensis]
CFPICI REGION 2 - CM002330.1	Core	983	1158772	1159155	-1	CORE	100	99.2	2.45e-88	PROTEIN: WP_024011786.1 HNH endonuclease [Pseudomonas moraviensis]
CFPICI REGION 2 - CM002330.1	Downstream	984	1159155	1159391	-1	WP_024011787.1	100	98.7	2.23e-50	hypothetical protein [Pseudomonas moraviensis]
CFPICI REGION 2 - CM002330.1	Downstream	985	1159681	1159962	-1	WP_024011788.1	100	98.9	2.76e-60	phage holin family protein [Pseudomonas moraviensis]
CFPICI REGION 2 - CM002330.1	Downstream	986	1159963	1160337	-1	WP_024011789.1	100	99.2	2.57e-84	putative holin [Pseudomonas moraviensis]
CFPICI REGION 2 - CM002330.1	Downstream	987	1160494	1161057	-1	WP_024011790.1	100	99.5	1.63e-131	hypothetical protein [Pseudomonas moraviensis]
CFPICI REGION 2 - CM002330.1	Downstream	988	1161061	1161381	-1	WP_024011791.1	100	99.1	4.08e-50	hypothetical protein [Pseudomonas moraviensis]
