Region	Section	ORF No.	Start	Stop	Strand	Protein ID	%ID	%Cov	Blast e-value	Protein Name
PICI REGION 1 - CM132592.1	Core	2335	2318220	2319014	1	CORE	97.7	99.6	9.64e-194	PROTEIN: WP_260318004.1 bifunctional DNA primase/polymerase [Lactococcus lactis]
PICI REGION 1 - CM132592.1	Core	2336	2319025	2320653	1	CORE	96.9	99.8	0.0	PROTEIN: WP_081196918.1 DNA primase family protein [Lactococcus cremoris]
PICI REGION 1 - CM132592.1	Core	2337	2320881	2321462	1	WP_336270885.1	96.9	99.5	1.04e-121	hypothetical protein [Lactococcus lactis]
PICI REGION 1 - CM132592.1	Core	2338	2321510	2322133	-1	WP_003132187.1	100	99.5	1.00e-144	MULTISPECIES: HAD family hydrolase [Lactococcus]
PICI REGION 1 - CM132592.1	Core	2339	2322504	2322914	1	WP_252462229.1	100	99.3	4.10e-89	RinA family protein [Lactococcus lactis]
PICI REGION 1 - CM132592.1	Core	2340	2322940	2323263	1	CORE	100	99.1	1.27e-67	PROTEIN: WP_336270883.1 sigma factor-like helix-turn-helix DNA-binding protein [Lactococcus lactis]
PICI REGION 1 - CM132592.1	Downstream	2341	2323816	2324826	-1	WP_003131244.1	100	99.7	1.94e-236	MULTISPECIES: type I glyceraldehyde-3-phosphate dehydrogenase [Bacilli]
PICI REGION 1 - CM132592.1	Downstream	2342	2325105	2325626	-1	WP_003131246.1	100	99.4	1.29e-87	MULTISPECIES: DUF536 domain-containing protein [Lactococcus]
PICI REGION 1 - CM132592.1	Downstream	2343	2325755	2328448	1	WP_058221405.1	100	99.9	0.0	cation-translocating P-type ATPase [Lactococcus lactis]
PICI REGION 1 - CM132592.1	Downstream	2344	2328490	2329017	-1	WP_003131249.1	100	99.4	4.58e-123	MULTISPECIES: TetR/AcrR family transcriptional regulator [Lactococcus]
PICI REGION 1 - CM132592.1	Downstream	2345	2329142	2330161	1	WP_014570889.1	100	99.7	9.06e-248	MULTISPECIES: SDR family NAD(P)-dependent oxidoreductase [Lactococcus]
PICI REGION 2 - CM132592.1	Upstream	23	28954	30777	1	WP_014570320.1	100	99.8	0.0	MULTISPECIES: PTS transporter subunit EIIC [Lactococcus]
PICI REGION 2 - CM132592.1	Upstream	24	30837	32774	1	WP_153927358.1	100	99.8	0.0	BglG family transcription antiterminator [Lactococcus lactis]
PICI REGION 2 - CM132592.1	Upstream	25	32823	33254	1	WP_003132182.1	100	99.3	3.31e-96	MULTISPECIES: PTS sugar transporter subunit IIA [Lactococcus]
PICI REGION 2 - CM132592.1	Upstream	26	33392	34549	1	WP_003132184.1	100	99.7	4.01e-272	MULTISPECIES: mannitol-1-phosphate 5-dehydrogenase [Lactococcus]
PICI REGION 2 - CM132592.1	Upstream	27	34666	34878	1	WP_337970378.1	98.3	84.5	3.18e-38	hypothetical protein, partial [Virgibacillus salexigens]
PICI REGION 2 - CM132592.1	Core	28	35432	35755	-1	CORE	100	99.1	1.04e-66	PROTEIN: WP_010905041.1 MULTISPECIES: sigma factor-like helix-turn-helix DNA-binding protein [Lactococcus]
PICI REGION 2 - CM132592.1	Core	29	35780	36190	-1	WP_010905042.1	100	99.3	7.08e-90	MULTISPECIES: RinA family protein [Bacillati]
PICI REGION 2 - CM132592.1	Core	30	36187	36630	-1	CORE	100	99.3	1.42e-83	PROTEIN: WP_010905043.1 MULTISPECIES: terminase small subunit [Bacillati]
PICI REGION 2 - CM132592.1	Core	31	36763	37344	-1	WP_014570322.1	100	99.5	1.38e-126	MULTISPECIES: hypothetical protein [Lactococcus]
PICI REGION 2 - CM132592.1	Core	32	37580	38362	-1	WP_252174803.1	100	99.6	7.60e-189	phage/plasmid primase, P4 family [Lactococcus lactis]
PICI REGION 2 - CM132592.1	Core	33	38438	39178	-1	CORE	100	99.6	8.80e-172	PROTEIN: WP_014570324.1 MULTISPECIES: Rha family transcriptional regulator [Bacillati]
PICI REGION 2 - CM132592.1	Downstream	34	39207	39404	-1	WP_307984361.1	95.4	98.5	1.59e-33	helix-turn-helix domain-containing protein [uncultured Lactococcus sp.]
PICI REGION 2 - CM132592.1	Downstream	35	39665	40051	1	WP_003132198.1	99.2	99.2	1.16e-82	MULTISPECIES: helix-turn-helix domain-containing protein [Bacillati]
PICI REGION 2 - CM132592.1	Downstream	36	40061	40615	1	WP_003132200.1	99.5	99.5	1.52e-139	MULTISPECIES: hypothetical protein [Bacillati]
PICI REGION 2 - CM132592.1	Downstream	37	40726	40956	1	WP_003132204.1	100	98.7	2.49e-35	MULTISPECIES: hypothetical protein [Bacillati]
PICI REGION 2 - CM132592.1	Downstream	38	41029	41223	1	WP_003132205.1	100	98.5	5.54e-38	MULTISPECIES: hypothetical protein [Bacillati]
