Region	Section	ORF No.	Start	Stop	Strand	Protein ID	%ID	%Cov	Blast e-value	Protein Name
PICI REGION 2 - AP018499.1	Core	616	616399	616653	-1	WP_126354623.1	100	98.8	4.32e-53	hypothetical protein [Lactococcus cremoris]
PICI REGION 2 - AP018499.1	Core	617	616650	616889	-1	WP_126354624.1	100	98.8	4.14e-51	hypothetical protein [Lactococcus cremoris]
PICI REGION 2 - AP018499.1	Core	618	616926	617207	-1	WP_126354626.1	100	98.9	9.61e-61	hypothetical protein [Lactococcus cremoris]
PICI REGION 2 - AP018499.1	Core	619	617200	617436	-1	WP_126354628.1	100	98.7	6.98e-45	hypothetical protein [Lactococcus cremoris]
PICI REGION 2 - AP018499.1	Core	620	617433	617954	-1	WP_126354630.1	100	99.4	1.27e-119	hypothetical protein [Lactococcus cremoris]
PICI REGION 2 - AP018499.1	Core	621	617958	618152	-1	CORE	100	98.5	1.12e-37	PROTEIN: WP_032951169.1 MULTISPECIES: DUF1655 domain-containing protein [Lactococcus]
PICI REGION 2 - AP018499.1	Core	622	618271	618456	-1	WP_063282780.1	100	98.4	1.78e-35	MULTISPECIES: helix-turn-helix domain-containing protein [Lactococcus]
PICI REGION 2 - AP018499.1	Core	623	618539	618865	1	WP_063282781.1	100	99.1	1.79e-72	MULTISPECIES: hypothetical protein [Lactococcus]
PICI REGION 2 - AP018499.1	Core	624	618941	619189	-1	WP_126354632.1	100	98.8	2.45e-49	hypothetical protein [Lactococcus cremoris]
PICI REGION 2 - AP018499.1	Core	625	619193	619444	-1	WP_014573247.1	100	77.4	7.02e-35	MULTISPECIES: hypothetical protein [Lactococcus]
PICI REGION 2 - AP018499.1	Core	626	619632	620036	1	WP_126354634.1	100	94.8	4.98e-81	helix-turn-helix domain-containing protein [Lactococcus cremoris]
PICI REGION 2 - AP018499.1	Core	627	620046	620585	1	WP_126354636.1	100	99.4	6.49e-134	hypothetical protein [Lactococcus cremoris]
PICI REGION 2 - AP018499.1	Core	628	620906	622090	1	CORE	100	99.7	1.12e-278	PROTEIN: WP_126354638.1 tyrosine-type recombinase/integrase [Lactococcus cremoris]
PICI REGION 2 - AP018499.1	Downstream	629	622380	622829	1	WP_011677249.1	100	99.3	6.06e-95	hypothetical protein [Lactococcus cremoris]
PICI REGION 2 - AP018499.1	Downstream	630	622863	623135	-1	WP_011677248.1	100	98.9	1.29e-50	MULTISPECIES: chorismate mutase [Lactococcus]
PICI REGION 2 - AP018499.1	Downstream	631	623219	623707	1	WP_011677247.1	100	99.4	3.29e-112	MULTISPECIES: GAF domain-containing protein [Lactococcus]
PICI REGION 2 - AP018499.1	Downstream	632	623739	624380	1	WP_011677246.1	100	99.5	1.72e-148	phosphotransferase [Lactococcus cremoris]
PICI REGION 2 - AP018499.1	Downstream	633	624426	626087	1	WP_011677245.1	100	99.8	0.0	DNA polymerase III subunit gamma/tau [Lactococcus cremoris]
