Region	Section	ORF No.	Start	Stop	Strand	Protein ID	%ID	%Cov	Blast e-value	Protein Name
PICI REGION 2 - BAAHVB010000006.1	Upstream	42	36409	36720	1	CORE	100	99.0	8.76e-64	PROTEIN: WP_001797636.1 tyrosine-type recombinase/integrase [Staphylococcus aureus]
PICI REGION 2 - BAAHVB010000006.1	Upstream	43	36723	37697	1	CORE	100	96.0	1.09e-224	PROTEIN: WP_001822249.1 MULTISPECIES: Abi family protein [Staphylococcus]
PICI REGION 2 - BAAHVB010000006.1	Upstream	44	38836	39021	-1	YP_009218449.1	100	98.4	2.96e-34	transcriptional regulator [Staphylococcus phage SA97]
PICI REGION 2 - BAAHVB010000006.1	Core	45	40204	41172	-1	CORE	100	99.7	8.53e-233	PROTEIN: WP_000801979.1 MULTISPECIES: Abi family protein [Staphylococcus]
PICI REGION 2 - BAAHVB010000006.1	Core	46	41449	42018	-1	CORE	100	99.5	3.16e-130	PROTEIN: WP_001293080.1 terminase small subunit [Staphylococcus aureus]
PICI REGION 2 - BAAHVB010000006.1	Core	47	42015	42356	-1	WP_217151841.1	99.1	99.1	3.27e-75	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 2 - BAAHVB010000006.1	Core	48	42359	42886	-1	WP_000771356.1	100	99.4	5.77e-117	spore coat protein [Staphylococcus aureus]
PICI REGION 2 - BAAHVB010000006.1	Core	49	42937	43155	-1	WP_000448775.1	100	98.6	6.81e-38	MULTISPECIES: capsid morphogenesis B protein [Bacilli]
PICI REGION 2 - BAAHVB010000006.1	Core	50	43173	43751	-1	WP_286209886.1	100	99.5	8.70e-109	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 2 - BAAHVB010000006.1	Core	51	43763	44104	-1	WP_117217112.1	99.1	99.1	4.64e-75	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 2 - BAAHVB010000006.1	Core	52	44451	45092	-1	WP_031385342.1	99.5	99.5	3.78e-152	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 2 - BAAHVB010000006.1	Core	53	45089	45373	-1	WP_437248130.1	98.9	98.9	3.19e-64	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 2 - BAAHVB010000006.1	Core	54	45375	45737	-1	WP_108932420.1	100	99.2	3.29e-85	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 2 - BAAHVB010000006.1	Core	55	46023	47492	-1	WP_001795628.1	100	99.8	0.0	virulence-associated E family protein [Staphylococcus aureus]
PICI REGION 2 - BAAHVB010000006.1	Core	56	47509	48378	-1	WP_001002700.1	100	99.7	4.83e-211	primase alpha helix C-terminal domain-containing protein [Staphylococcus aureus]
PICI REGION 2 - BAAHVB010000006.1	Core	57	48442	48759	-1	WP_001103936.1	100	99.1	9.01e-67	type II toxin-antitoxin system toxin TscT [Staphylococcus aureus]
PICI REGION 2 - BAAHVB010000006.1	Core	58	48762	48971	-1	WP_001058486.1	100	98.6	2.83e-40	MULTISPECIES: type II toxin-antitoxin system antitoxin TscA [Staphylococcus]
PICI REGION 2 - BAAHVB010000006.1	Core	59	48964	49131	-1	WP_148121253.1	97.9	85.7	1.35e-22	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 2 - BAAHVB010000006.1	Core	60	49122	49394	-1	WP_000091734.1	100	98.9	6.13e-58	helix-turn-helix domain-containing protein [Staphylococcus aureus]
PICI REGION 2 - BAAHVB010000006.1	Core	61	49395	49607	-1	WP_000794656.1	100	98.6	9.04e-42	helix-turn-helix domain-containing protein [Staphylococcus aureus]
PICI REGION 2 - BAAHVB010000006.1	Core	62	49751	50446	1	WP_000668212.1	100	99.6	6.33e-121	helix-turn-helix domain-containing protein [Staphylococcus aureus]
PICI REGION 2 - BAAHVB010000006.1	Core	63	50902	52119	1	CORE	100	99.8	6.34e-286	PROTEIN: WP_000270130.1 tyrosine-type recombinase/integrase [Staphylococcus aureus]
PICI REGION 2 - BAAHVB010000006.1	Downstream	64	52116	52583	1	WP_326033815.1	70.3	99.4	4.83e-72	hypothetical protein [Staphylococcus xylosus]
PICI REGION 2 - BAAHVB010000006.1	Downstream	65	52602	53333	1	WP_000357933.1	100	99.6	2.17e-175	KilA-N domain-containing protein [Staphylococcus aureus]
PICI REGION 2 - BAAHVB010000006.1	Downstream	66	53614	53856	-1	WP_000897044.1	100	98.8	3.02e-49	MULTISPECIES: 30S ribosomal protein S18 [Bacteria]
PICI REGION 2 - BAAHVB010000006.1	Downstream	67	53908	54411	-1	WP_061839556.1	91.6	99.4	1.08e-99	single-stranded DNA-binding protein [Staphylococcus aureus]
PICI REGION 2 - BAAHVB010000006.1	Downstream	68	54432	54728	-1	WP_001261460.1	100	99.0	3.52e-63	MULTISPECIES: 30S ribosomal protein S6 [Bacteria]
