Region	Section	ORF No.	Start	Stop	Strand	Protein ID	%ID	%Cov	Blast e-value	Protein Name
PICI REGION 1 - BAAHUE010000001.1	Core	100	96576	97145	-1	CORE	100	99.5	1.10e-130	PROTEIN: WP_001293084.1 MULTISPECIES: terminase small subunit [Staphylococcus]
PICI REGION 1 - BAAHUE010000001.1	Downstream	101	97142	97483	-1	WP_181728701.1	95.6	99.1	7.71e-74	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 1 - BAAHUE010000001.1	Downstream	102	97486	98013	-1	WP_000771371.1	100	99.4	2.35e-116	MULTISPECIES: spore coat protein [Staphylococcus]
PICI REGION 1 - BAAHUE010000001.1	Downstream	103	98066	98719	-1	WP_000214173.1	99.5	99.5	5.52e-147	hypothetical protein [Staphylococcus aureus]
PICI REGION 1 - BAAHUE010000001.1	Downstream	104	98750	99091	-1	WP_252602652.1	99.1	99.1	9.37e-75	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 1 - BAAHUE010000001.1	Downstream	105	99627	100268	-1	WP_432962207.1	99.1	99.5	4.06e-147	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 2 - BAAHUE010000001.1	Upstream	94	91890	92864	1	CORE	100	96.0	1.09e-224	PROTEIN: WP_001822249.1 MULTISPECIES: Abi family protein [Staphylococcus]
PICI REGION 2 - BAAHUE010000001.1	Upstream	95	93443	93733	-1	WP_076747335.1	100	84.5	5.83e-52	PBECR4 domain-containing protein, partial [Staphylococcus aureus]
PICI REGION 2 - BAAHUE010000001.1	Upstream	96	93681	94001	-1	WP_224491659.1	100	99.1	2.19e-72	PBECR4 domain-containing protein [Staphylococcus aureus]
PICI REGION 2 - BAAHUE010000001.1	Upstream	97	94857	95123	-1	WP_263971894.1	87.1	78.7	2.10e-33	DUF3102 domain-containing protein [Staphylococcus aureus]
PICI REGION 2 - BAAHUE010000001.1	Upstream	98	95065	95202	-1	WP_220381445.1	100	97.8	9.99e-24	MULTISPECIES: DUF3102 domain-containing protein [Staphylococcus]
PICI REGION 2 - BAAHUE010000001.1	Core	99	95331	96299	-1	CORE	100	99.7	8.53e-233	PROTEIN: WP_000801979.1 MULTISPECIES: Abi family protein [Staphylococcus]
PICI REGION 2 - BAAHUE010000001.1	Core	100	96576	97145	-1	CORE	100	99.5	1.10e-130	PROTEIN: WP_001293084.1 MULTISPECIES: terminase small subunit [Staphylococcus]
PICI REGION 2 - BAAHUE010000001.1	Core	101	97142	97483	-1	WP_181728701.1	95.6	99.1	7.71e-74	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 2 - BAAHUE010000001.1	Core	102	97486	98013	-1	WP_000771371.1	100	99.4	2.35e-116	MULTISPECIES: spore coat protein [Staphylococcus]
PICI REGION 2 - BAAHUE010000001.1	Core	103	98066	98719	-1	WP_000214173.1	99.5	99.5	5.52e-147	hypothetical protein [Staphylococcus aureus]
PICI REGION 2 - BAAHUE010000001.1	Core	104	98750	99091	-1	WP_252602652.1	99.1	99.1	9.37e-75	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 2 - BAAHUE010000001.1	Core	105	99627	100268	-1	WP_432962207.1	99.1	99.5	4.06e-147	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 2 - BAAHUE010000001.1	Core	106	100265	100549	-1	WP_216807781.1	97.9	98.9	1.30e-63	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 2 - BAAHUE010000001.1	Core	107	100551	100913	-1	WP_070977095.1	97.5	99.2	1.84e-82	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 2 - BAAHUE010000001.1	Core	108	101214	102671	-1	WP_031765320.1	99.8	99.8	0.0	MULTISPECIES: virulence-associated E family protein [Staphylococcus]
PICI REGION 2 - BAAHUE010000001.1	Core	109	102688	103557	-1	WP_031765319.1	100	99.7	2.39e-211	MULTISPECIES: primase alpha helix C-terminal domain-containing protein [Staphylococcus]
PICI REGION 2 - BAAHUE010000001.1	Core	110	103622	103945	-1	WP_001103945.1	98.1	99.1	1.48e-66	MULTISPECIES: type II toxin-antitoxin system toxin TscT [Staphylococcus]
PICI REGION 2 - BAAHUE010000001.1	Core	111	103948	104157	-1	WP_001058486.1	100	98.6	2.83e-40	MULTISPECIES: type II toxin-antitoxin system antitoxin TscA [Staphylococcus]
PICI REGION 2 - BAAHUE010000001.1	Core	112	104150	104317	-1	WP_148249514.1	97.9	85.7	2.33e-23	pathogenicity island protein [Staphylococcus aureus]
PICI REGION 2 - BAAHUE010000001.1	Core	113	104308	104580	-1	WP_001138300.1	100	98.9	2.14e-58	MULTISPECIES: helix-turn-helix domain-containing protein [Staphylococcus]
PICI REGION 2 - BAAHUE010000001.1	Core	114	104581	104793	-1	WP_001245562.1	100	98.6	3.27e-44	MULTISPECIES: helix-turn-helix domain-containing protein [Staphylococcus]
PICI REGION 2 - BAAHUE010000001.1	Core	115	104965	105690	1	WP_000668215.1	100	99.6	2.44e-171	MULTISPECIES: helix-turn-helix domain-containing protein [Staphylococcus]
PICI REGION 2 - BAAHUE010000001.1	Core	116	105954	107171	1	CORE	100	99.8	6.34e-286	PROTEIN: WP_000270129.1 tyrosine-type recombinase/integrase [Staphylococcus aureus]
PICI REGION 2 - BAAHUE010000001.1	Downstream	117	107168	107635	1	WP_326033815.1	70.3	99.4	4.83e-72	hypothetical protein [Staphylococcus xylosus]
PICI REGION 2 - BAAHUE010000001.1	Downstream	118	107654	108484	1	WP_000357934.1	100	99.6	5.36e-197	KilA-N domain-containing protein [Staphylococcus aureus]
PICI REGION 2 - BAAHUE010000001.1	Downstream	119	108666	108908	-1	WP_000897044.1	100	98.8	3.02e-49	MULTISPECIES: 30S ribosomal protein S18 [Bacteria]
PICI REGION 2 - BAAHUE010000001.1	Downstream	120	108960	109463	-1	WP_061839556.1	91.6	99.4	1.08e-99	single-stranded DNA-binding protein [Staphylococcus aureus]
PICI REGION 2 - BAAHUE010000001.1	Downstream	121	109484	109780	-1	WP_001261460.1	100	99.0	3.52e-63	MULTISPECIES: 30S ribosomal protein S6 [Bacteria]
