query_id	family	reference	aligned_query_bp	query_fraction	aligned_subject_bp	subject_coverage	weighted_pident	bitscore_sum	n_hsps
NC_002695.2|CFPICI|R1|core|batch=003|record=NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome|start=1603883|end=1609027|strand=1	CFPICI	CP028126.1_2294845_2309731	5145	1.0	5145	0.3456	97.105	8676.0	1
NC_002695.2|CFPICI|R1|core|batch=003|record=NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome|start=1603883|end=1609027|strand=1	CFPICI	AAAAWV020000011.1_88682_104064	5145	1.0	5145	0.3345	97.221	8709.0	1
NC_002695.2|CFPICI|R1|core|batch=003|record=NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome|start=1603883|end=1609027|strand=1	CFPICI	CP023541.1_1969075_1984466	5145	1.0	5146	0.3343	97.183	8698.0	1
NC_002695.2|CFPICI|R1|core|batch=003|record=NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome|start=1603883|end=1609027|strand=1	CFPICI	NZ_CP008957.1_1680148_1695618	5145	1.0	5145	0.3326	99.981	9496.0	1
NC_002695.2|CFPICI|R1|core|batch=003|record=NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome|start=1603883|end=1609027|strand=1	CFPICI	CP028122.1_1829035_1844575	5145	1.0	5145	0.3311	97.143	8687.0	1
NC_002695.2|CFPICI|R1|core|batch=003|record=NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome|start=1603883|end=1609027|strand=1	CFPICI	CP014752.1_2068299_2084242	5145	1.0	5140	0.3224	94.952	8056.0	1
NC_002695.2|CFPICI|R1|core|batch=003|record=NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome|start=1603883|end=1609027|strand=1	CFPICI	CP043478.1_2044053_2060283	5145	1.0	5144	0.3169	97.415	8763.0	1
NC_002695.2|CFPICI|R1|core|batch=003|record=NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome|start=1603883|end=1609027|strand=1	CFPICI	NC_011745.1_1739927_1756201	5145	1.0	5144	0.3161	97.279	8724.0	1
NC_002695.2|CFPICI|R1|core|batch=003|record=NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome|start=1603883|end=1609027|strand=1	CFPICI	CP026827.1_1440478_1467734	5145	1.0	5145	0.1888	97.454	8776.0	1
NC_002695.2|CFPICI|R1|core|batch=003|record=NC_002695.2_Escherichia_coli_O157_H7_str._Sakai_DNA__complete_genome|start=1603883|end=1609027|strand=1	CFPICI	AKLQ01000035.1_37524_53136	5142	0.9994	5142	0.3293	96.888	8610.0	1
NZ_AP035757.1|CFPICI|R1|core|batch=003|record=NZ_AP035757.1_Escherichia_coli_strain_SOI121_chromosome__complete_genome|start=2677524|end=2684490|strand=-1	CFPICI	CP000970.1_955625_970780	83	0.0119	83	0.0055	93.976	126.0	1
NZ_AP035757.1|CFPICI|R1|core|batch=003|record=NZ_AP035757.1_Escherichia_coli_strain_SOI121_chromosome__complete_genome|start=2677524|end=2684490|strand=-1	CFPICI	CP010151.1_3045135_3059753	80	0.0115	80	0.0055	93.75	121.0	1
NZ_AP035757.1|CFPICI|R2|core|batch=003|record=NZ_AP035757.1_Escherichia_coli_strain_SOI121_chromosome__complete_genome|start=4360854|end=4367819|strand=-1	CFPICI	CP000970.1_955625_970780	83	0.0119	83	0.0055	93.976	126.0	1
NZ_AP035757.1|CFPICI|R2|core|batch=003|record=NZ_AP035757.1_Escherichia_coli_strain_SOI121_chromosome__complete_genome|start=4360854|end=4367819|strand=-1	CFPICI	CP010151.1_3045135_3059753	80	0.0115	80	0.0055	93.75	121.0	1
NZ_CM128549.1|CFPICI|R1|core|batch=003|record=NZ_CM128549.1_Escherichia_coli_strain_MMC-J-0020_chromosome__whole_genome_shotgun_sequence|start=1421819|end=1426962|strand=-1	CFPICI	CP028126.1_2294845_2309731	5144	1.0	5145	0.3456	98.814	9162.0	1
NZ_CM128549.1|CFPICI|R1|core|batch=003|record=NZ_CM128549.1_Escherichia_coli_strain_MMC-J-0020_chromosome__whole_genome_shotgun_sequence|start=1421819|end=1426962|strand=-1	CFPICI	AAAAWV020000011.1_88682_104064	5144	1.0	5145	0.3345	97.629	8824.0	1
NZ_CM128549.1|CFPICI|R1|core|batch=003|record=NZ_CM128549.1_Escherichia_coli_strain_MMC-J-0020_chromosome__whole_genome_shotgun_sequence|start=1421819|end=1426962|strand=-1	CFPICI	CP023541.1_1969075_1984466	5144	1.0	5146	0.3343	97.726	8853.0	1
NZ_CM128549.1|CFPICI|R1|core|batch=003|record=NZ_CM128549.1_Escherichia_coli_strain_MMC-J-0020_chromosome__whole_genome_shotgun_sequence|start=1421819|end=1426962|strand=-1	CFPICI	NZ_CP008957.1_1680148_1695618	5144	1.0	5145	0.3326	97.221	8708.0	1
NZ_CM128549.1|CFPICI|R1|core|batch=003|record=NZ_CM128549.1_Escherichia_coli_strain_MMC-J-0020_chromosome__whole_genome_shotgun_sequence|start=1421819|end=1426962|strand=-1	CFPICI	CP028122.1_1829035_1844575	5144	1.0	5145	0.3311	98.134	8968.0	1
NZ_CM128549.1|CFPICI|R1|core|batch=003|record=NZ_CM128549.1_Escherichia_coli_strain_MMC-J-0020_chromosome__whole_genome_shotgun_sequence|start=1421819|end=1426962|strand=-1	CFPICI	CP014752.1_2068299_2084242	5144	1.0	5140	0.3224	95.477	8205.0	1
NZ_CM128549.1|CFPICI|R1|core|batch=003|record=NZ_CM128549.1_Escherichia_coli_strain_MMC-J-0020_chromosome__whole_genome_shotgun_sequence|start=1421819|end=1426962|strand=-1	CFPICI	CP043478.1_2044053_2060283	5144	1.0	5144	0.3169	97.707	8846.0	1
NZ_CM128549.1|CFPICI|R1|core|batch=003|record=NZ_CM128549.1_Escherichia_coli_strain_MMC-J-0020_chromosome__whole_genome_shotgun_sequence|start=1421819|end=1426962|strand=-1	CFPICI	NC_011745.1_1739927_1756201	5144	1.0	5144	0.3161	98.62	9106.0	1
NZ_CM128549.1|CFPICI|R1|core|batch=003|record=NZ_CM128549.1_Escherichia_coli_strain_MMC-J-0020_chromosome__whole_genome_shotgun_sequence|start=1421819|end=1426962|strand=-1	CFPICI	CP026827.1_1440478_1467734	5144	1.0	5145	0.1888	98.659	9118.0	1
NZ_CM128549.1|CFPICI|R1|core|batch=003|record=NZ_CM128549.1_Escherichia_coli_strain_MMC-J-0020_chromosome__whole_genome_shotgun_sequence|start=1421819|end=1426962|strand=-1	CFPICI	AKLQ01000035.1_37524_53136	5141	0.9994	5142	0.3293	98.036	8935.0	1
NZ_CM128588.1|CFPICI|R1|core|batch=003|record=NZ_CM128588.1_Escherichia_coli_strain_300033_chromosome__whole_genome_shotgun_sequence|start=3408615|end=3415581|strand=-1	CFPICI	CP000970.1_955625_970780	83	0.0119	83	0.0055	93.976	126.0	1
NZ_CM128588.1|CFPICI|R1|core|batch=003|record=NZ_CM128588.1_Escherichia_coli_strain_300033_chromosome__whole_genome_shotgun_sequence|start=3408615|end=3415581|strand=-1	CFPICI	CP010151.1_3045135_3059753	80	0.0115	80	0.0055	93.75	121.0	1
NZ_CM128594.1|CFPICI|R3|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=3595952|end=3600752|strand=-1	CFPICI	BFLF01000001.1_341769_355219	4801	1.0	4802	0.357	94.96	7526.0	1
NZ_CM128594.1|CFPICI|R3|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=3595952|end=3600752|strand=-1	CFPICI	CP010151.1_3045135_3059753	4801	1.0	4802	0.3285	97.272	8141.0	1
NZ_CM128594.1|CFPICI|R3|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=3595952|end=3600752|strand=-1	CFPICI	CP000970.1_955625_970780	4801	1.0	4802	0.3168	97.064	8085.0	1
NZ_CM128594.1|CFPICI|R3|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=3595952|end=3600752|strand=-1	CFPICI	CU928164.2_2060161_2074688	4415	0.9196	4410	0.3036	83.064	3972.0	2
NZ_CM128594.1|CFPICI|R3|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=3595952|end=3600752|strand=-1	CFPICI	NZ_CP008957.1_1680148_1695618	4408	0.9181	4404	0.2847	84.021	4210.0	2
NZ_CM128594.1|CFPICI|R3|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=3595952|end=3600752|strand=-1	CFPICI	CP023541.1_1969075_1984466	4407	0.9179	4404	0.2861	83.446	4064.0	2
NZ_CM128594.1|CFPICI|R3|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=3595952|end=3600752|strand=-1	CFPICI	CP043478.1_2044053_2060283	4407	0.9179	4402	0.2712	83.431	4062.0	2
NZ_CM128594.1|CFPICI|R3|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=3595952|end=3600752|strand=-1	CFPICI	AAAAWV020000011.1_88682_104064	4404	0.9173	4400	0.286	83.401	4053.0	2
NZ_CM128594.1|CFPICI|R3|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=3595952|end=3600752|strand=-1	CFPICI	CP028122.1_1829035_1844575	4404	0.9173	4400	0.2831	83.446	4064.0	2
NZ_CM128594.1|CFPICI|R3|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=3595952|end=3600752|strand=-1	CFPICI	NC_011745.1_1739927_1756201	4404	0.9173	4399	0.2703	83.51	4079.0	2
NZ_CM128595.1|CFPICI|R1|core|batch=003|record=NZ_CM128595.1_Escherichia_coli_strain_100181_chromosome__whole_genome_shotgun_sequence|start=1537555|end=1544521|strand=-1	CFPICI	CP000970.1_955625_970780	83	0.0119	83	0.0055	93.976	126.0	1
NZ_CM128595.1|CFPICI|R1|core|batch=003|record=NZ_CM128595.1_Escherichia_coli_strain_100181_chromosome__whole_genome_shotgun_sequence|start=1537555|end=1544521|strand=-1	CFPICI	CP010151.1_3045135_3059753	80	0.0115	80	0.0055	93.75	121.0	1
NZ_CM128596.1|CFPICI|R3|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=3597477|end=3602277|strand=-1	CFPICI	BFLF01000001.1_341769_355219	4801	1.0	4802	0.357	94.96	7526.0	1
NZ_CM128596.1|CFPICI|R3|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=3597477|end=3602277|strand=-1	CFPICI	CP010151.1_3045135_3059753	4801	1.0	4802	0.3285	97.272	8141.0	1
NZ_CM128596.1|CFPICI|R3|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=3597477|end=3602277|strand=-1	CFPICI	CP000970.1_955625_970780	4801	1.0	4802	0.3168	97.064	8085.0	1
NZ_CM128596.1|CFPICI|R3|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=3597477|end=3602277|strand=-1	CFPICI	CU928164.2_2060161_2074688	4415	0.9196	4410	0.3036	83.064	3972.0	2
NZ_CM128596.1|CFPICI|R3|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=3597477|end=3602277|strand=-1	CFPICI	NZ_CP008957.1_1680148_1695618	4408	0.9181	4404	0.2847	84.021	4210.0	2
NZ_CM128596.1|CFPICI|R3|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=3597477|end=3602277|strand=-1	CFPICI	CP023541.1_1969075_1984466	4407	0.9179	4404	0.2861	83.446	4064.0	2
NZ_CM128596.1|CFPICI|R3|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=3597477|end=3602277|strand=-1	CFPICI	CP043478.1_2044053_2060283	4407	0.9179	4402	0.2712	83.431	4062.0	2
NZ_CM128596.1|CFPICI|R3|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=3597477|end=3602277|strand=-1	CFPICI	AAAAWV020000011.1_88682_104064	4404	0.9173	4400	0.286	83.401	4053.0	2
NZ_CM128596.1|CFPICI|R3|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=3597477|end=3602277|strand=-1	CFPICI	CP028122.1_1829035_1844575	4404	0.9173	4400	0.2831	83.446	4064.0	2
NZ_CM128596.1|CFPICI|R3|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=3597477|end=3602277|strand=-1	CFPICI	NC_011745.1_1739927_1756201	4404	0.9173	4399	0.2703	83.51	4079.0	2
NZ_CM128597.1|CFPICI|R1|core|batch=003|record=NZ_CM128597.1_Escherichia_coli_strain_E700025_chromosome__whole_genome_shotgun_sequence|start=4813660|end=4820625|strand=1	CFPICI	CP000970.1_955625_970780	83	0.0119	83	0.0055	93.976	126.0	1
NZ_CM128597.1|CFPICI|R1|core|batch=003|record=NZ_CM128597.1_Escherichia_coli_strain_E700025_chromosome__whole_genome_shotgun_sequence|start=4813660|end=4820625|strand=1	CFPICI	CP010151.1_3045135_3059753	80	0.0115	80	0.0055	93.75	121.0	1
NZ_CM128597.1|CFPICI|R2|core|batch=003|record=NZ_CM128597.1_Escherichia_coli_strain_E700025_chromosome__whole_genome_shotgun_sequence|start=2786364|end=2791165|strand=-1	CFPICI	BFLF01000001.1_341769_355219	4802	1.0	4802	0.357	95.252	7605.0	1
NZ_CM128597.1|CFPICI|R2|core|batch=003|record=NZ_CM128597.1_Escherichia_coli_strain_E700025_chromosome__whole_genome_shotgun_sequence|start=2786364|end=2791165|strand=-1	CFPICI	CP010151.1_3045135_3059753	4802	1.0	4802	0.3285	97.397	8176.0	1
NZ_CM128597.1|CFPICI|R2|core|batch=003|record=NZ_CM128597.1_Escherichia_coli_strain_E700025_chromosome__whole_genome_shotgun_sequence|start=2786364|end=2791165|strand=-1	CFPICI	CP000970.1_955625_970780	4802	1.0	4802	0.3168	97.189	8120.0	1
NZ_CM128597.1|CFPICI|R2|core|batch=003|record=NZ_CM128597.1_Escherichia_coli_strain_E700025_chromosome__whole_genome_shotgun_sequence|start=2786364|end=2791165|strand=-1	CFPICI	CU928164.2_2060161_2074688	4416	0.9196	4410	0.3036	82.996	3957.0	2
NZ_CM128597.1|CFPICI|R2|core|batch=003|record=NZ_CM128597.1_Escherichia_coli_strain_E700025_chromosome__whole_genome_shotgun_sequence|start=2786364|end=2791165|strand=-1	CFPICI	NZ_CP008957.1_1680148_1695618	4409	0.9182	4404	0.2847	83.976	4199.0	2
NZ_CM128597.1|CFPICI|R2|core|batch=003|record=NZ_CM128597.1_Escherichia_coli_strain_E700025_chromosome__whole_genome_shotgun_sequence|start=2786364|end=2791165|strand=-1	CFPICI	CP023541.1_1969075_1984466	4408	0.918	4404	0.2861	83.39	4054.0	2
NZ_CM128597.1|CFPICI|R2|core|batch=003|record=NZ_CM128597.1_Escherichia_coli_strain_E700025_chromosome__whole_genome_shotgun_sequence|start=2786364|end=2791165|strand=-1	CFPICI	CP043478.1_2044053_2060283	4408	0.918	4402	0.2712	83.374	4053.0	2
NZ_CM128597.1|CFPICI|R2|core|batch=003|record=NZ_CM128597.1_Escherichia_coli_strain_E700025_chromosome__whole_genome_shotgun_sequence|start=2786364|end=2791165|strand=-1	CFPICI	AAAAWV020000011.1_88682_104064	4405	0.9173	4400	0.286	83.344	4042.0	2
NZ_CM128597.1|CFPICI|R2|core|batch=003|record=NZ_CM128597.1_Escherichia_coli_strain_E700025_chromosome__whole_genome_shotgun_sequence|start=2786364|end=2791165|strand=-1	CFPICI	CP028122.1_1829035_1844575	4405	0.9173	4400	0.2831	83.39	4053.0	2
NZ_CM128597.1|CFPICI|R2|core|batch=003|record=NZ_CM128597.1_Escherichia_coli_strain_E700025_chromosome__whole_genome_shotgun_sequence|start=2786364|end=2791165|strand=-1	CFPICI	NC_011745.1_1739927_1756201	4405	0.9173	4399	0.2703	83.442	4064.0	2
NZ_CM128598.1|CFPICI|R1|core|batch=003|record=NZ_CM128598.1_Escherichia_coli_strain_E600003_chromosome__whole_genome_shotgun_sequence|start=4117290|end=4124255|strand=-1	CFPICI	CP000970.1_955625_970780	83	0.0119	83	0.0055	95.181	132.0	1
NZ_CM128598.1|CFPICI|R1|core|batch=003|record=NZ_CM128598.1_Escherichia_coli_strain_E600003_chromosome__whole_genome_shotgun_sequence|start=4117290|end=4124255|strand=-1	CFPICI	CP010151.1_3045135_3059753	80	0.0115	80	0.0055	95.0	126.0	1
NZ_CM128598.1|CFPICI|R2|core|batch=003|record=NZ_CM128598.1_Escherichia_coli_strain_E600003_chromosome__whole_genome_shotgun_sequence|start=4855943|end=4860744|strand=1	CFPICI	BFLF01000001.1_341769_355219	4802	1.0	4802	0.357	94.94	7522.0	1
NZ_CM128598.1|CFPICI|R2|core|batch=003|record=NZ_CM128598.1_Escherichia_coli_strain_E600003_chromosome__whole_genome_shotgun_sequence|start=4855943|end=4860744|strand=1	CFPICI	CP010151.1_3045135_3059753	4802	1.0	4802	0.3285	97.293	8148.0	1
NZ_CM128598.1|CFPICI|R2|core|batch=003|record=NZ_CM128598.1_Escherichia_coli_strain_E600003_chromosome__whole_genome_shotgun_sequence|start=4855943|end=4860744|strand=1	CFPICI	CP000970.1_955625_970780	4802	1.0	4802	0.3168	97.043	8082.0	1
NZ_CM128598.1|CFPICI|R2|core|batch=003|record=NZ_CM128598.1_Escherichia_coli_strain_E600003_chromosome__whole_genome_shotgun_sequence|start=4855943|end=4860744|strand=1	CFPICI	NZ_CP008957.1_1680148_1695618	4409	0.9182	4404	0.2847	84.111	4232.0	2
NZ_CM128598.1|CFPICI|R2|core|batch=003|record=NZ_CM128598.1_Escherichia_coli_strain_E600003_chromosome__whole_genome_shotgun_sequence|start=4855943|end=4860744|strand=1	CFPICI	CP026827.1_1440478_1467734	4409	0.9182	4404	0.1616	83.266	4021.0	2
NZ_CM128598.1|CFPICI|R2|core|batch=003|record=NZ_CM128598.1_Escherichia_coli_strain_E600003_chromosome__whole_genome_shotgun_sequence|start=4855943|end=4860744|strand=1	CFPICI	CP023541.1_1969075_1984466	4408	0.918	4404	0.2861	83.491	4077.0	2
NZ_CM128598.1|CFPICI|R2|core|batch=003|record=NZ_CM128598.1_Escherichia_coli_strain_E600003_chromosome__whole_genome_shotgun_sequence|start=4855943|end=4860744|strand=1	CFPICI	CP043478.1_2044053_2060283	4408	0.918	4402	0.2712	83.476	4075.0	2
NZ_CM128598.1|CFPICI|R2|core|batch=003|record=NZ_CM128598.1_Escherichia_coli_strain_E600003_chromosome__whole_genome_shotgun_sequence|start=4855943|end=4860744|strand=1	CFPICI	AAAAWV020000011.1_88682_104064	4405	0.9173	4400	0.286	83.446	4064.0	2
NZ_CM128598.1|CFPICI|R2|core|batch=003|record=NZ_CM128598.1_Escherichia_coli_strain_E600003_chromosome__whole_genome_shotgun_sequence|start=4855943|end=4860744|strand=1	CFPICI	CP028122.1_1829035_1844575	4405	0.9173	4400	0.2831	83.491	4075.0	2
NZ_CM128598.1|CFPICI|R2|core|batch=003|record=NZ_CM128598.1_Escherichia_coli_strain_E600003_chromosome__whole_genome_shotgun_sequence|start=4855943|end=4860744|strand=1	CFPICI	NC_011745.1_1739927_1756201	4405	0.9173	4399	0.2703	83.623	4108.0	2
NZ_CM128599.1|CFPICI|R2|core|batch=003|record=NZ_CM128599.1_Escherichia_coli_strain_E500002_chromosome__whole_genome_shotgun_sequence|start=3150836|end=3155637|strand=-1	CFPICI	BFLF01000001.1_341769_355219	4802	1.0	4802	0.357	94.94	7522.0	1
NZ_CM128599.1|CFPICI|R2|core|batch=003|record=NZ_CM128599.1_Escherichia_coli_strain_E500002_chromosome__whole_genome_shotgun_sequence|start=3150836|end=3155637|strand=-1	CFPICI	CP010151.1_3045135_3059753	4802	1.0	4802	0.3285	97.293	8148.0	1
NZ_CM128599.1|CFPICI|R2|core|batch=003|record=NZ_CM128599.1_Escherichia_coli_strain_E500002_chromosome__whole_genome_shotgun_sequence|start=3150836|end=3155637|strand=-1	CFPICI	CP000970.1_955625_970780	4802	1.0	4802	0.3168	97.043	8082.0	1
NZ_CM128599.1|CFPICI|R2|core|batch=003|record=NZ_CM128599.1_Escherichia_coli_strain_E500002_chromosome__whole_genome_shotgun_sequence|start=3150836|end=3155637|strand=-1	CFPICI	NZ_CP008957.1_1680148_1695618	4409	0.9182	4404	0.2847	84.111	4232.0	2
NZ_CM128599.1|CFPICI|R2|core|batch=003|record=NZ_CM128599.1_Escherichia_coli_strain_E500002_chromosome__whole_genome_shotgun_sequence|start=3150836|end=3155637|strand=-1	CFPICI	CP026827.1_1440478_1467734	4409	0.9182	4404	0.1616	83.266	4021.0	2
NZ_CM128599.1|CFPICI|R2|core|batch=003|record=NZ_CM128599.1_Escherichia_coli_strain_E500002_chromosome__whole_genome_shotgun_sequence|start=3150836|end=3155637|strand=-1	CFPICI	CP023541.1_1969075_1984466	4408	0.918	4404	0.2861	83.491	4077.0	2
NZ_CM128599.1|CFPICI|R2|core|batch=003|record=NZ_CM128599.1_Escherichia_coli_strain_E500002_chromosome__whole_genome_shotgun_sequence|start=3150836|end=3155637|strand=-1	CFPICI	CP043478.1_2044053_2060283	4408	0.918	4402	0.2712	83.476	4075.0	2
NZ_CM128599.1|CFPICI|R2|core|batch=003|record=NZ_CM128599.1_Escherichia_coli_strain_E500002_chromosome__whole_genome_shotgun_sequence|start=3150836|end=3155637|strand=-1	CFPICI	AAAAWV020000011.1_88682_104064	4405	0.9173	4400	0.286	83.446	4064.0	2
NZ_CM128599.1|CFPICI|R2|core|batch=003|record=NZ_CM128599.1_Escherichia_coli_strain_E500002_chromosome__whole_genome_shotgun_sequence|start=3150836|end=3155637|strand=-1	CFPICI	CP028122.1_1829035_1844575	4405	0.9173	4400	0.2831	83.491	4075.0	2
NZ_CM128599.1|CFPICI|R2|core|batch=003|record=NZ_CM128599.1_Escherichia_coli_strain_E500002_chromosome__whole_genome_shotgun_sequence|start=3150836|end=3155637|strand=-1	CFPICI	NC_011745.1_1739927_1756201	4405	0.9173	4399	0.2703	83.623	4108.0	2
NZ_CM128601.1|CFPICI|R2|core|batch=003|record=NZ_CM128601.1_Escherichia_coli_strain_E300010_chromosome__whole_genome_shotgun_sequence|start=1733508|end=1738309|strand=-1	CFPICI	BFLF01000001.1_341769_355219	4802	1.0	4802	0.357	94.94	7522.0	1
NZ_CM128601.1|CFPICI|R2|core|batch=003|record=NZ_CM128601.1_Escherichia_coli_strain_E300010_chromosome__whole_genome_shotgun_sequence|start=1733508|end=1738309|strand=-1	CFPICI	CP010151.1_3045135_3059753	4802	1.0	4802	0.3285	97.293	8148.0	1
NZ_CM128601.1|CFPICI|R2|core|batch=003|record=NZ_CM128601.1_Escherichia_coli_strain_E300010_chromosome__whole_genome_shotgun_sequence|start=1733508|end=1738309|strand=-1	CFPICI	CP000970.1_955625_970780	4802	1.0	4802	0.3168	97.043	8082.0	1
NZ_CM128601.1|CFPICI|R2|core|batch=003|record=NZ_CM128601.1_Escherichia_coli_strain_E300010_chromosome__whole_genome_shotgun_sequence|start=1733508|end=1738309|strand=-1	CFPICI	NZ_CP008957.1_1680148_1695618	4409	0.9182	4404	0.2847	84.111	4232.0	2
NZ_CM128601.1|CFPICI|R2|core|batch=003|record=NZ_CM128601.1_Escherichia_coli_strain_E300010_chromosome__whole_genome_shotgun_sequence|start=1733508|end=1738309|strand=-1	CFPICI	CP026827.1_1440478_1467734	4409	0.9182	4404	0.1616	83.266	4021.0	2
NZ_CM128601.1|CFPICI|R2|core|batch=003|record=NZ_CM128601.1_Escherichia_coli_strain_E300010_chromosome__whole_genome_shotgun_sequence|start=1733508|end=1738309|strand=-1	CFPICI	CP023541.1_1969075_1984466	4408	0.918	4404	0.2861	83.491	4077.0	2
NZ_CM128601.1|CFPICI|R2|core|batch=003|record=NZ_CM128601.1_Escherichia_coli_strain_E300010_chromosome__whole_genome_shotgun_sequence|start=1733508|end=1738309|strand=-1	CFPICI	CP043478.1_2044053_2060283	4408	0.918	4402	0.2712	83.476	4075.0	2
NZ_CM128601.1|CFPICI|R2|core|batch=003|record=NZ_CM128601.1_Escherichia_coli_strain_E300010_chromosome__whole_genome_shotgun_sequence|start=1733508|end=1738309|strand=-1	CFPICI	AAAAWV020000011.1_88682_104064	4405	0.9173	4400	0.286	83.446	4064.0	2
